MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:2135951	Mpv17l	Mpv17 transgene, kidney disease mutant-like	16		negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			ISO	Q2QL34 	J:164563 	
MGI:1929260	Mtch2	mitochondrial carrier 2	2		regulation of mitochondrial membrane permeability involved in apoptotic process			IGI	MGI:108093 	J:202721 	
MGI:1929260	Mtch2	mitochondrial carrier 2	2		regulation of mitochondrial membrane permeability involved in apoptotic process			IGI	MGI:108093 	J:209127 	
MGI:1929260	Mtch2	mitochondrial carrier 2	2		regulation of mitochondrial membrane permeability involved in apoptotic process			IGI	MGI:99702 	J:202721 	
MGI:1915600	Mul1	mitochondrial ubiquitin ligase activator of NFKB 1	4		regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			ISO	Q969V5 	J:164563 	
MGI:1918504	Naif1	nuclear apoptosis inducing factor 1	2		regulation of mitochondrial membrane permeability involved in apoptotic process			ISO	Q69YI7 	J:164563 	
MGI:1918504	Naif1	nuclear apoptosis inducing factor 1	2		regulation of mitochondrial membrane permeability involved in apoptotic process			ISS	Q69YI7 	J:135469 	
MGI:1925938	Nol3	nucleolar protein 3 (apoptosis repressor with CARD domain)	8		negative regulation of mitochondrial membrane permeability involved in apoptotic process			IMP		J:211017 	
MGI:1930146	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	18		positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway			IMP	MGI:2678372 	J:85569 	
MGI:1926078	Rhot1	ras homolog family member T1	11		mitochondrial outer membrane permeabilization			ISO	Q8IXI2 	J:164563 	
MGI:2384892	Rhot2	ras homolog family member T2	17		mitochondrial outer membrane permeabilization			ISO	Q8IXI1 	J:164563 	
MGI:1859730	Sh3glb1	SH3-domain GRB2-like B1 (endophilin)	3		positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway			IMP		J:102178 	
MGI:1353606	Siva1	SIVA1, apoptosis-inducing factor	12		positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			ISO	O15304 	J:164563 	
MGI:1353495	Slc25a4	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4	8		negative regulation of mitochondrial membrane permeability involved in apoptotic process			ISO	RGD:620352 	J:155856 	
MGI:1353495	Slc25a4	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4	8		negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			IBA	PTN001183263 	J:265628 	
MGI:1353496	Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5	X		negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			IBA	PTN001183263 	J:265628 	
MGI:1353496	Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5	X		negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			ISO	P05141 	J:164563 	
MGI:1920583	Slc25a31	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31	3		negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			IBA	PTN001183263 	J:265628 	
MGI:1922169	Slc35f6	solute carrier family 35, member F6	5		negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			ISO	Q8N357 	J:164563 	
MGI:1926056	Stpg1	sperm tail PG rich repeat containing 1	4		positive regulation of mitochondrial membrane permeability involved in apoptotic process			IBA	PTN001854190 	J:265628 	
MGI:1926056	Stpg1	sperm tail PG rich repeat containing 1	4		positive regulation of mitochondrial membrane permeability involved in apoptotic process			ISO	Q5TH74 	J:164563 	
MGI:1923028	Them4	thioesterase superfamily member 4	3		regulation of mitochondrial membrane permeability involved in apoptotic process			ISO	Q5T1C6 	J:164563 	
MGI:1922962	Tmem14a	transmembrane protein 14A	1		negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			ISO	Q9Y6G1 	J:164563 	
MGI:1921591	Tmem102	transmembrane protein 102	11		regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			ISO	Q8N9M5 	J:164563 	
MGI:98834	Trp53	transformation related protein 53	11		regulation of mitochondrial membrane permeability involved in apoptotic process			IGI	MGI:99702 	J:90012 	
MGI:106915	Vdac2	voltage-dependent anion channel 2	14		mitochondrial outer membrane permeabilization			ISO	P45880 	J:164563 	
MGI:99159	Zfp13	zinc finger protein 13	17		positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway			ISO	O95201 	J:164563 	

